,token_address,balance,block_timestamp,token_id
37,0xbe9375c6a420d2eeb258962efb95551a5b722803,1245242.45730378,2021-08-06T23:10:02,
38,0xbe9375c6a420d2eeb258962efb95551a5b722803,1275397.55730378,2021-08-06T23:34:04,
39,0xbe9375c6a420d2eeb258962efb95551a5b722803,1240510.85093732,2021-08-06T23:07:39,
40,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,132.31519689849222,2022-04-08T21:11:50,
41,0x0000000000000000000000000000000000000000,0.044023042379807455,2021-10-06T22:39:29,ethereum
42,0x0000000000000000000000000000000000000000,0.065,2021-04-27T23:47:58,ethereum
43,0x0000000000000000000000000000000000000000,0.0697531122710071,2023-01-05T07:42:23,ethereum
44,0x0000000000000000000000000000000000000000,0.07406956287131451,2023-01-05T07:25:35,ethereum
45,0x0000000000000000000000000000000000000000,0.0,2021-10-26T01:47:38,ethereum
46,0x0000000000000000000000000000000000000000,0.037721659168127815,2021-11-02T19:13:38,ethereum
47,0x0000000000000000000000000000000000000000,0.0,2021-11-06T04:57:47,ethereum
48,0x0000000000000000000000000000000000000000,0.06581521773813645,2023-11-02T23:41:35,ethereum
49,0x16b3dd2970ad3f19c6068c65777530830d33773e,300000.0,2021-09-19T08:44:21,
50,0xbe9375c6a420d2eeb258962efb95551a5b722803,964626.3108,2021-05-21T19:08:11,
51,0x0000000000000000000000000000000000000000,0.05564706567620388,2021-06-02T03:53:24,ethereum
52,0x0000000000000000000000000000000000000000,0.05233518780475442,2021-09-19T06:22:53,ethereum
53,0x0000000000000000000000000000000000000000,0.05527942367620388,2021-06-14T04:22:51,ethereum
54,0x0000000000000000000000000000000000000000,0.049360092445130226,2022-05-11T05:07:35,ethereum
55,0x0000000000000000000000000000000000000000,0.05969035972496658,2021-04-28T04:10:35,ethereum
56,0x0000000000000000000000000000000000000000,0.06106351072496658,2021-04-28T00:44:34,ethereum
57,0x0000000000000000000000000000000000000000,0.07329751861251972,2023-01-05T07:26:23,ethereum
58,0x0000000000000000000000000000000000000000,0.06920016907039367,2023-01-05T07:45:35,ethereum
59,0x0000000000000000000000000000000000000000,0.00277257880695098,2022-03-27T07:35:53,ethereum
60,0x0000000000000000000000000000000000000000,0.003880798303086226,2022-05-11T21:03:32,ethereum
61,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,143.53437495849224,2022-06-09T17:32:33,
62,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,214.88893340849222,2023-05-26T04:50:35,
63,0xbe9375c6a420d2eeb258962efb95551a5b722803,1035549.10078718,2022-01-28T23:02:35,
64,0x0000000000000000000000000000000000000000,0.029254181981497183,2021-11-02T19:48:25,ethereum
65,0x0000000000000000000000000000000000000000,0.019223590056011795,2021-11-02T19:51:23,ethereum
66,0x0000000000000000000000000000000000000000,0.01893108919589929,2021-10-26T01:42:10,ethereum
67,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,151.01382699849222,2022-07-21T15:45:28,
68,0xbe9375c6a420d2eeb258962efb95551a5b722803,1014426.610241,2021-12-10T18:03:53,
69,0x0000000000000000000000000000000000000000,0.02479593048113964,2021-10-25T03:33:48,ethereum
70,0x0000000000000000000000000000000000000000,0.05491178167620388,2021-06-28T01:37:59,ethereum
71,0x0000000000000000000000000000000000000000,0.06460054414779123,2024-02-02T20:41:59,ethereum
72,0x8a6d4c8735371ebaf8874fbd518b56edd66024eb,1000000.0,2022-03-31T20:19:57,
73,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,148.52067631849224,2022-07-07T21:50:55,
74,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,52691.9509033,2023-09-14T15:27:47,
75,0x8a6d4c8735371ebaf8874fbd518b56edd66024eb,1001198.1476204047,2022-04-10T05:57:34,
76,0xbe9375c6a420d2eeb258962efb95551a5b722803,1051252.80894037,2022-04-08T21:15:29,
77,0xbe9375c6a420d2eeb258962efb95551a5b722803,1020180.034841,2021-12-23T18:35:34,
78,0xbe9375c6a420d2eeb258962efb95551a5b722803,1046535.2445,2021-06-14T04:10:55,
79,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,201.9067802284922,2023-04-07T03:53:59,
80,0xbe9375c6a420d2eeb258962efb95551a5b722803,1236237.8892566,2021-07-30T14:40:52,
81,0xbe9375c6a420d2eeb258962efb95551a5b722803,1233918.9120566,2021-07-30T14:38:48,
82,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,253.61078160849223,2023-10-12T11:17:35,
83,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,169.71245709849222,2022-11-04T05:49:47,
84,0xbe9375c6a420d2eeb258962efb95551a5b722803,1219852.31359356,2021-07-17T01:36:26,
85,0xbe9375c6a420d2eeb258962efb95551a5b722803,1225907.59846086,2021-07-17T01:37:41,
86,0xbe9375c6a420d2eeb258962efb95551a5b722803,966924.8015,2021-05-27T23:39:59,
87,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,75000000.0,2021-10-06T23:38:36,shiba-inu
88,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,15187.799,2023-06-01T16:05:11,
89,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,23290.3113485,2023-03-02T21:01:47,
90,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,130.94447724849223,2022-03-27T07:14:10,
91,0xbe9375c6a420d2eeb258962efb95551a5b722803,21299.6,2021-04-27T22:10:02,
92,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,220.69721063849224,2023-06-22T10:53:59,
93,0xbe9375c6a420d2eeb258962efb95551a5b722803,1281624.46013538,2021-08-20T00:11:36,
94,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,41801.779903300005,2023-08-10T14:54:35,
95,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,50000000.0,2021-10-06T21:55:57,shiba-inu
96,0xbe9375c6a420d2eeb258962efb95551a5b722803,1209181.09121496,2021-06-30T06:11:29,
97,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,75001397.10711822,2021-11-01T19:02:08,shiba-inu
98,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,19072.113548499998,2023-02-16T16:50:11,
99,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,30091.40726224,2023-07-13T11:50:23,
